P_sub1_max: 2157000.0 W, P_sub2_max: 2157000 W
Braking Efficiency: 0.0%
Time(s), Velocity(km/h), Power (MW)
02:27, 79.288, 0.661634
02:28, 79.292, 0.661044
02:29, 79.297, 0.660481
02:30, 79.301, 0.659944
02:31, 79.305, 0.659432
02:32, 79.309, 0.658943
02:33, 79.313, 0.658477
02:34, 79.317, 0.658033
02:35, 79.320, 0.657609
02:36, 79.323, 0.657204
02:37, 79.326, 0.656818
02:38, 79.329, 0.656449
02:39, 79.332, 0.656097
02:40, 79.335, 0.655761
02:41, 79.337, 0.655440
02:42, 79.339, 0.655133
02:43, 79.342, 0.654840
02:44, 79.344, 0.654560
02:45, 79.346, 0.654292
02:46, 79.348, 0.654036
02:47, 79.350, 0.653791
02:48, 79.351, 0.653557
02:49, 79.353, 0.653332
02:50, 79.355, 0.653117
02:51, 79.356, 0.652911
02:52, 79.357, 0.652714
02:53, 79.359, 0.652524
02:54, 79.360, 0.652342
02:55, 79.361, 0.652167
02:56, 79.362, 0.651998
02:57, 79.363, 0.651836
02:58, 79.364, 0.651680
02:59, 79.365, 0.651530
03:00, 79.366, 0.651385
03:01, 79.367, 0.651244
03:02, 79.368, 0.651109
03:03, 79.368, 0.650977
03:04, 79.369, 0.650849
03:05, 79.370, 0.650725
03:06, 79.370, 0.650605
03:07, 79.371, 0.650487
03:08, 79.371, 0.650372
03:09, 79.372, 0.650260
03:10, 79.372, 0.650150
03:11, 79.372, 0.650042
03:12, 79.373, 0.649936
03:13, 79.373, 0.649831
03:14, 79.373, 0.649727
03:15, 79.373, 0.649625
03:16, 79.374, 0.649523
03:17, 79.374, 0.649421
03:18, 79.374, 0.649320
03:19, 79.374, 0.649219
03:20, 79.374, 0.649118
03:21, 79.374, 0.649017
03:22, 79.374, 0.648915
03:23, 79.374, 0.648811
03:24, 79.373, 0.648707
03:25, 79.373, 0.648601
03:26, 79.373, 0.648494
03:27, 79.373, 0.648385
03:28, 79.372, 0.648274
03:29, 79.372, 0.648160
03:30, 79.372, 0.648043
03:31, 79.371, 0.647924
03:32, 79.371, 0.647802
03:33, 79.370, 0.647675
03:34, 79.370, 0.647546
03:35, 79.369, 0.647412
03:36, 79.368, 0.647273
03:37, 79.368, 0.647130
03:38, 79.367, 0.646982
03:39, 79.366, 0.646828
03:40, 79.365, 0.646669
03:41, 79.364, 0.646503
03:42, 79.363, 0.646331
03:43, 79.362, 0.646152
03:44, 79.361, 0.645965
03:45, 79.360, 0.645771
03:46, 79.358, 0.645569
03:47, 79.357, 0.645357
03:48, 79.356, 0.645137
03:49, 79.354, 0.644907
03:50, 79.353, 0.644666
03:51, 79.351, 0.644415
03:52, 79.349, 0.644152
03:53, 79.347, 0.643877
03:54, 79.345, 0.643590
03:55, 79.343, 0.643289
03:56, 79.341, 0.642974
03:57, 79.339, 0.642644
03:58, 79.336, 0.642299
03:59, 79.334, 0.641937
04:00, 79.331, 0.641558
04:01, 79.328, 0.641161
04:02, 79.325, 0.640745
04:03, 79.322, 0.640309
04:04, 79.319, 0.639852
04:05, 79.316, 0.639373
04:06, 79.312, 0.638871
04:07, 79.308, 0.638344
04:08, 79.304, 0.637792
04:09, 79.300, 0.637213
04:10, 79.296, 0.636606
04:11, 79.291, 0.635969
04:12, 79.286, 0.635301
04:13, 79.281, 0.634600
04:14, 79.276, 0.633865
04:15, 79.270, 0.633094
04:16, 79.264, 0.632285
04:17, 79.258, 0.631437
04:18, 79.252, 0.630547
04:19, 79.245, 0.629613
04:20, 79.238, 0.628634
04:21, 79.230, 0.627606
04:22, 79.222, 0.626528
04:23, 79.214, 0.625397
04:24, 79.205, 0.624210
04:25, 79.196, 0.622965
04:26, 79.186, 0.621659
04:27, 79.176, 0.620289
04:28, 79.166, 0.618851
04:29, 79.155, 0.617343
04:30, 79.143, 0.615761
04:31, 79.131, 0.614101
04:32, 79.118, 0.612359
04:33, 79.105, 0.610532
04:34, 79.090, 0.608615
04:35, 79.076, 0.606605
04:36, 79.060, 0.604495
04:37, 79.044, 0.602283
04:38, 79.027, 0.599961
04:39, 79.009, 0.597527
04:40, 78.990, 0.594973
04:41, 78.970, 0.592294
04:42, 78.949, 0.589484
04:43, 78.927, 0.586537
04:44, 78.904, 0.583446
04:45, 78.880, 0.580204
04:46, 78.855, 0.576804
04:47, 78.829, 0.573238
04:48, 78.801, 0.569499
04:49, 78.772, 0.565578
04:50, 78.741, 0.561467
04:51, 78.709, 0.557156
04:52, 78.675, 0.552636
04:53, 78.640, 0.547897
04:54, 78.603, 0.542929
04:55, 78.564, 0.537721
04:56, 78.523, 0.532262
04:57, 78.480, 0.526539
04:58, 78.435, 0.520541
04:59, 78.388, 0.514256
05:00, 78.338, 0.507669
05:01, 78.286, 0.500766
05:02, 78.231, 0.493534
05:03, 78.174, 0.485956
05:04, 78.114, 0.478018
05:05, 78.051, 0.469704
05:06, 77.984, 0.460995
05:07, 77.915, 0.451874
05:08, 77.842, 0.442323
05:09, 77.766, 0.432323
05:10, 77.685, 0.421854
05:11, 77.601, 0.410895
05:12, 77.513, 0.399425
05:13, 77.420, 0.387422
05:14, 77.323, 0.374864
05:15, 77.220, 0.361726
05:16, 77.113, 0.347984
05:17, 77.001, 0.333613
05:18, 76.883, 0.318587
05:19, 76.759, 0.302879
05:20, 76.630, 0.286462
05:21, 76.494, 0.269308
05:22, 76.351, 0.251387
05:23, 76.201, 0.232670
05:24, 76.044, 0.213127
05:25, 75.879, 0.192726
05:26, 75.706, 0.171437
05:27, 75.525, 0.149227
05:28, 75.335, 0.126065
05:29, 75.136, 0.101916
05:30, 74.927, 0.076750
05:31, 74.708, 0.050532
05:32, 74.478, 0.023229
05:33, 74.239, 0.000000
05:34, 74.000, 0.000000
05:35, 73.761, 0.000000
05:36, 73.523, 0.000000
05:37, 73.285, 0.000000
05:38, 73.047, 0.000000
05:39, 72.809, 0.000000
05:40, 72.571, 0.000000
05:41, 72.333, 0.000000
05:42, 72.096, 0.000000
05:43, 71.859, 0.000000
05:44, 71.622, 0.000000
05:45, 71.385, 0.000000
05:46, 71.148, 0.000000
05:47, 70.911, 0.000000
05:48, 70.675, 0.000000
05:49, 70.439, 0.000000
05:50, 70.203, 0.000000
05:51, 69.967, 0.000000
05:52, 69.731, 0.000000
05:53, 69.495, 0.000000
05:54, 69.260, 0.000000
05:55, 69.025, 0.000000
05:56, 68.789, 0.000000
05:57, 68.554, 0.000000
05:58, 68.320, 0.000000
05:59, 68.085, 0.000000
06:00, 67.850, 0.000000
06:01, 67.616, 0.000000
06:02, 67.382, 0.000000
06:03, 67.148, 0.000000
06:04, 66.914, 0.000000
06:05, 66.680, 0.000000
06:06, 66.447, 0.000000
06:07, 66.213, 0.000000
06:08, 65.980, 0.000000
06:09, 65.747, 0.000000
06:10, 65.514, 0.000000
06:11, 65.281, 0.000000
06:12, 65.049, 0.000000
06:13, 64.816, 0.000000
06:14, 64.584, 0.000000
06:15, 64.352, 0.000000
06:16, 64.119, 0.000000
06:17, 63.888, 0.000000
06:18, 63.656, 0.000000
06:19, 63.424, 0.000000
06:20, 63.193, 0.000000
06:21, 62.961, 0.000000
06:22, 62.730, 0.000000
06:23, 62.499, 0.000000
06:24, 62.268, 0.000000
06:25, 62.037, 0.000000
06:26, 61.807, 0.000000
06:27, 61.576, 0.000000
06:28, 61.346, 0.000000
06:29, 61.116, 0.000000
06:30, 60.886, 0.000000
06:31, 60.656, 0.000000
06:32, 60.426, 0.000000
06:33, 60.196, 0.000000
06:34, 59.967, 0.000000
06:35, 59.737, 0.000000
06:36, 59.508, 0.000000
06:37, 59.279, 0.000000
06:38, 59.050, 0.000000
06:39, 58.821, 0.000000
06:40, 58.592, 0.000000
06:41, 58.364, 0.000000
06:42, 58.135, 0.000000
06:43, 57.907, 0.000000
06:44, 57.679, 0.000000
06:45, 57.451, 0.000000
06:46, 57.223, 0.000000
06:47, 56.995, 0.000000
06:48, 56.767, 0.000000
06:49, 56.540, 0.000000
06:50, 56.312, 0.000000
06:51, 56.085, 0.000000
06:52, 55.858, 0.000000
06:53, 55.631, 0.000000
06:54, 55.404, 0.000000
06:55, 55.177, 0.000000
06:56, 54.950, 0.000000
06:57, 54.724, 0.000000
06:58, 54.497, 0.000000
06:59, 54.271, 0.000000
07:00, 54.045, 0.000000
07:01, 53.818, 0.000000
07:02, 53.592, 0.000000
07:03, 53.367, 0.000000
07:04, 53.141, 0.000000
07:05, 52.915, 0.000000
07:06, 52.690, 0.000000
07:07, 52.464, 0.000000
07:08, 52.239, 0.000000
07:09, 52.014, 0.000000
07:10, 51.789, 0.000000
07:11, 51.564, 0.000000
07:12, 51.339, 0.000000
07:13, 51.115, 0.000000
07:14, 50.890, 0.000000
07:15, 50.665, 0.000000
07:16, 50.441, 0.000000
07:17, 50.217, 0.000000
07:18, 49.993, 0.000000
07:19, 49.769, 0.000000
07:20, 49.545, 0.000000
07:21, 49.321, 0.000000
07:22, 49.097, 0.000000
07:23, 48.874, 0.000000
07:24, 48.650, 0.000000
07:25, 48.427, 0.000000
07:26, 48.204, 0.000000
07:27, 47.980, 0.000000
07:28, 47.757, 0.000000
07:29, 47.534, 0.000000
07:30, 47.312, 0.000000
07:31, 47.089, 0.000000
07:32, 46.866, 0.000000
07:33, 46.644, 0.000000
07:34, 46.421, 0.000000
07:35, 46.199, 0.000000
07:36, 45.977, 0.000000
07:37, 45.755, 0.000000
07:38, 45.532, 0.000000
07:39, 45.311, 0.000000
07:40, 45.089, 0.000000
07:41, 44.867, 0.000000
07:42, 44.645, 0.000000
07:43, 44.424, 0.000000
07:44, 44.202, 0.000000
07:45, 43.981, 0.000000
07:46, 43.760, 0.000000
07:47, 43.539, 0.000000
07:48, 43.318, 0.000000
07:49, 43.097, 0.000000
07:50, 42.876, 0.000000
07:51, 42.655, 0.000000
07:52, 42.434, 0.000000
07:53, 42.214, 0.000000
07:54, 41.993, 0.000000
07:55, 41.773, 0.000000
07:56, 41.552, 0.000000
07:57, 41.332, 0.000000
07:58, 41.112, 0.000000
07:59, 40.892, 0.000000
08:00, 40.672, 0.000000
08:01, 40.452, 0.000000
08:02, 40.232, 0.000000
08:03, 40.012, 0.000000
08:04, 39.793, 0.000000
08:05, 39.573, 0.000000
08:06, 39.354, 0.000000
08:07, 39.134, 0.000000
08:08, 38.915, 0.000000
08:09, 38.696, 0.000000
08:10, 38.477, 0.000000
08:11, 38.258, 0.000000
08:12, 38.039, 0.000000
08:13, 37.820, 0.000000
08:14, 37.601, 0.000000
08:15, 37.383, 0.000000
08:16, 37.164, 0.000000
08:17, 36.945, 0.000000
08:18, 36.727, 0.000000
08:19, 36.508, 0.000000
08:20, 36.290, 0.000000
08:21, 36.072, 0.000000
08:22, 35.854, 0.000000
08:23, 35.636, 0.000000
08:24, 35.418, 0.000000
08:25, 35.200, 0.000000
08:26, 34.982, 0.000000
08:27, 34.764, 0.000000
08:28, 34.546, 0.000000
08:29, 34.329, 0.000000
08:30, 34.111, 0.000000
08:31, 33.894, 0.000000
08:32, 33.676, 0.000000
08:33, 33.459, 0.000000
08:34, 33.242, 0.000000
08:35, 33.025, 0.000000
08:36, 32.807, 0.000000
08:37, 32.590, 0.000000
08:38, 32.373, 0.000000
08:39, 32.156, 0.000000
08:40, 31.940, 0.000000
08:41, 31.723, 0.000000
08:42, 31.506, 0.000000
08:43, 31.289, 0.000000
08:44, 31.073, 0.000000
08:45, 30.856, 0.000000
08:46, 30.640, 0.000000
08:47, 30.423, 0.000000
08:48, 30.207, 0.000000
08:49, 29.991, 0.000000
08:50, 29.775, 0.000000
08:51, 29.559, 0.000000
08:52, 29.343, 0.000000
08:53, 29.126, 0.000000
08:54, 28.911, 0.000000
08:55, 28.695, 0.000000
08:56, 28.479, 0.000000
08:57, 28.263, 0.000000
08:58, 28.047, 0.000000
08:59, 27.832, 0.000000
09:00, 27.616, 0.000000
09:01, 27.401, 0.000000
09:02, 27.185, 0.000000
09:03, 26.970, 0.000000
09:04, 26.754, 0.000000
09:05, 26.539, 0.000000
09:06, 26.324, 0.000000
09:07, 26.109, 0.000000
09:08, 25.894, 0.000000
09:09, 25.678, 0.000000
09:10, 25.463, 0.000000
09:11, 25.248, 0.000000
09:12, 25.034, 0.000000
09:13, 24.819, 0.000000
09:14, 24.604, -0.000000
09:15, 24.389, -0.000000
09:16, 24.174, -0.000000
09:17, 23.960, -0.000000
09:18, 23.745, -0.000000
09:19, 23.531, -0.000000
09:20, 23.316, -0.000000
09:21, 23.102, -0.000000
09:22, 22.887, -0.000000
09:23, 22.673, -0.000000
09:24, 22.459, -0.000000
09:25, 22.244, -0.000000
09:26, 22.030, -0.000000
09:27, 21.816, -0.000000
09:28, 21.602, -0.000000
09:29, 21.388, -0.000000
09:30, 21.174, -0.000000
09:31, 20.960, -0.000000
09:32, 20.746, -0.000000
09:33, 20.532, -0.000000
09:34, 20.318, -0.000000
09:35, 20.104, -0.000000
09:36, 19.890, -0.000000
09:37, 19.677, -0.000000
09:38, 19.463, -0.000000
09:39, 19.249, -0.000000
09:40, 19.036, -0.000000
09:41, 18.822, -0.000000
09:42, 18.609, -0.000000
09:43, 18.395, -0.000000
09:44, 18.182, -0.000000
09:45, 17.968, -0.000000
09:46, 17.755, -0.000000
09:47, 17.541, -0.000000
09:48, 17.328, -0.000000
09:49, 17.115, -0.000000
09:50, 16.902, -0.000000
09:51, 16.688, -0.000000
09:52, 16.475, -0.000000
09:53, 16.262, -0.000000
09:54, 13.824, -0.000000
09:55, 11.059, -0.000000
09:56, 8.294, -0.000000
09:57, 5.530, -0.000000
09:58, 2.765, -0.000000
09:59, 0.000, -0.000000
