P_sub1_max: 1393000.0 W, P_sub2_max: 1393000 W
Braking Efficiency: 0.0%
Time(s), Velocity(km/h), Power (MW)
02:59, 89.342, 0.000000
03:00, 89.190, 0.000000
03:01, 89.039, 0.000000
03:02, 88.887, 0.000000
03:03, 88.736, 0.000000
03:04, 88.586, 0.000000
03:05, 88.435, 0.000000
03:06, 88.285, 0.000000
03:07, 88.135, 0.000000
03:08, 87.985, 0.000000
03:09, 87.836, 0.000000
03:10, 87.686, 0.000000
03:11, 87.538, 0.000000
03:12, 87.389, 0.000000
03:13, 87.241, 0.000000
03:14, 87.092, 0.000000
03:15, 86.945, 0.000000
03:16, 86.797, 0.000000
03:17, 86.650, 0.000000
03:18, 86.503, 0.000000
03:19, 86.356, 0.000000
03:20, 86.209, 0.000000
03:21, 86.063, 0.000000
03:22, 85.917, 0.000000
03:23, 85.771, 0.000000
03:24, 85.626, 0.000000
03:25, 85.480, 0.000000
03:26, 85.335, 0.000000
03:27, 85.190, 0.000000
03:28, 85.046, 0.000000
03:29, 84.902, 0.000000
03:30, 84.758, 0.000000
03:31, 84.614, 0.000000
03:32, 84.470, 0.000000
03:33, 84.327, 0.000000
03:34, 84.184, 0.000000
03:35, 84.041, 0.000000
03:36, 83.899, 0.000000
03:37, 83.756, 0.000000
03:38, 83.614, 0.000000
03:39, 83.473, 0.000000
03:40, 83.331, 0.000000
03:41, 83.190, 0.000000
03:42, 83.049, 0.000000
03:43, 82.908, 0.000000
03:44, 82.767, 0.000000
03:45, 82.627, 0.000000
03:46, 82.487, 0.000000
03:47, 82.347, 0.000000
03:48, 82.207, 0.000000
03:49, 82.068, 0.000000
03:50, 81.928, 0.000000
03:51, 81.789, 0.000000
03:52, 81.651, 0.000000
03:53, 81.512, 0.000000
03:54, 81.374, 0.000000
03:55, 81.236, 0.000000
03:56, 81.098, 0.000000
03:57, 80.961, 0.000000
03:58, 80.823, 0.000000
03:59, 80.686, 0.000000
04:00, 80.549, 0.000000
04:01, 80.412, 0.000000
04:02, 80.276, 0.000000
04:03, 80.140, 0.000000
04:04, 80.004, 0.000000
04:05, 79.868, 0.000000
04:06, 79.732, 0.000000
04:07, 79.597, 0.000000
04:08, 79.462, 0.000000
04:09, 79.327, 0.000000
04:10, 79.192, 0.000000
04:11, 79.058, 0.000000
04:12, 78.924, 0.000000
04:13, 78.789, 0.000000
04:14, 78.656, 0.000000
04:15, 78.522, 0.000000
04:16, 78.389, 0.000000
04:17, 78.255, 0.000000
04:18, 78.122, 0.000000
04:19, 77.990, 0.000000
04:20, 77.857, 0.000000
04:21, 77.725, 0.000000
04:22, 77.593, 0.000000
04:23, 77.461, 0.000000
04:24, 77.329, 0.000000
04:25, 77.198, 0.000000
04:26, 77.066, 0.000000
04:27, 76.935, 0.000000
04:28, 76.804, 0.000000
04:29, 76.674, 0.000000
04:30, 76.543, 0.000000
04:31, 76.413, 0.000000
04:32, 76.283, 0.000000
04:33, 76.153, 0.000000
04:34, 76.023, 0.000000
04:35, 75.894, 0.000000
04:36, 75.764, 0.000000
04:37, 75.635, 0.000000
04:38, 75.507, 0.000000
04:39, 75.378, 0.000000
04:40, 75.249, 0.000000
04:41, 75.121, -0.000000
04:42, 74.993, -0.000000
04:43, 74.865, -0.000000
04:44, 74.737, -0.000000
04:45, 74.610, -0.000000
04:46, 74.483, -0.000000
04:47, 74.356, -0.000000
04:48, 74.229, -0.000000
04:49, 74.102, -0.000000
04:50, 73.975, -0.000000
04:51, 73.849, -0.000000
04:52, 73.723, -0.000000
04:53, 73.597, -0.000000
04:54, 73.471, -0.000000
04:55, 73.346, -0.000000
04:56, 73.220, -0.000000
04:57, 73.095, -0.000000
04:58, 72.970, -0.000000
04:59, 72.845, -0.000000
05:00, 72.721, -0.000000
05:01, 72.596, -0.000000
05:02, 72.472, -0.000000
05:03, 72.348, -0.000000
05:04, 72.224, -0.000000
05:05, 72.100, -0.000000
05:06, 71.976, -0.000000
05:07, 71.853, -0.000000
05:08, 71.730, -0.000000
05:09, 71.607, -0.000000
05:10, 71.484, -0.000000
05:11, 71.361, -0.000000
05:12, 71.239, -0.000000
05:13, 71.117, -0.000000
05:14, 70.995, -0.000000
05:15, 70.873, -0.000000
05:16, 70.751, -0.000000
05:17, 70.629, -0.000000
05:18, 70.508, -0.000000
05:19, 70.387, -0.000000
05:20, 70.266, -0.000000
05:21, 70.145, -0.000000
05:22, 70.024, -0.000000
05:23, 69.903, -0.000000
05:24, 69.783, -0.000000
05:25, 69.663, -0.000000
05:26, 69.543, -0.000000
05:27, 69.423, -0.000000
05:28, 69.303, -0.000000
05:29, 69.184, -0.000000
05:30, 69.064, -0.000000
05:31, 68.945, -0.000000
05:32, 68.826, -0.000000
05:33, 68.707, -0.000000
05:34, 68.589, -0.000000
05:35, 68.470, -0.000000
05:36, 68.352, -0.000000
05:37, 68.234, -0.000000
05:38, 68.116, -0.000000
05:39, 67.998, -0.000000
05:40, 67.880, -0.000000
05:41, 67.763, -0.000000
05:42, 67.645, -0.000000
05:43, 67.528, -0.000000
05:44, 67.411, -0.000000
05:45, 67.294, -0.000000
05:46, 67.177, -0.000000
05:47, 67.061, -0.000000
05:48, 66.944, -0.000000
05:49, 66.828, -0.000000
05:50, 66.712, -0.000000
05:51, 66.596, -0.000000
05:52, 66.480, -0.000000
05:53, 66.365, -0.000000
05:54, 66.249, -0.000000
05:55, 66.134, -0.000000
05:56, 66.019, -0.000000
05:57, 65.904, -0.000000
05:58, 65.789, -0.000000
05:59, 65.674, -0.000000
06:00, 65.560, -0.000000
06:01, 65.445, -0.000000
06:02, 65.331, -0.000000
06:03, 64.544, -0.000000
06:04, 62.869, -0.000000
06:05, 61.155, -0.000000
06:06, 59.400, -0.000000
06:07, 57.600, -0.000000
06:08, 55.800, -0.000000
06:09, 54.000, -0.000000
06:10, 52.200, -0.000000
06:11, 50.400, -0.000000
06:12, 48.600, -0.000000
06:13, 46.800, -0.000000
06:14, 45.000, -0.000000
06:15, 43.200, -0.000000
06:16, 41.400, -0.000000
06:17, 39.600, -0.000000
06:18, 37.800, -0.000000
06:19, 36.000, -0.000000
06:20, 34.200, -0.000000
06:21, 32.400, -0.000000
06:22, 30.600, -0.000000
06:23, 28.800, -0.000000
06:24, 27.000, -0.000000
06:25, 25.200, -0.000000
06:26, 23.400, -0.000000
06:27, 21.600, -0.000000
06:28, 19.800, -0.000000
06:29, 18.000, -0.000000
06:30, 16.200, -0.000000
06:31, 14.400, -0.000000
06:32, 12.600, -0.000000
06:33, 10.800, -0.000000
06:34, 9.000, -0.000000
06:35, 7.200, -0.000000
06:36, 5.400, -0.000000
06:37, 3.600, -0.000000
06:38, 1.800, -0.000000
06:39, 0.000, 0.000000
