Time(s),Initial_Profile,Profile_iter_1,Profile_iter_2,Profile_iter_3,Profile_iter_4,Profile_iter_5,Profile_iter_6,Profile_iter_7,Profile_iter_8,Profile_iter_9,Profile_iter_10,Profile_iter_11,Profile_iter_12,Profile_iter_13,Profile_iter_14,Profile_iter_15,Profile_iter_16,Profile_iter_17,Profile_iter_18,Profile_iter_19,Profile_iter_20,Profile_iter_21,Profile_iter_22,Profile_iter_23,Profile_iter_24,Profile_iter_25,Profile_iter_26,Profile_iter_27,Profile_iter_28,Profile_iter_29,Profile_iter_30
11,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342,0.4999561332554342
12,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434,0.49981059110739434
13,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214,0.49966513387830214
14,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111,0.4995197680154111
15,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196,0.49937449996032196
16,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779,0.4992293361485779
17,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602,0.4990842830092602
18,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584,0.498939346964584
19,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948,0.4987945344294948
20,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553,0.49864985181126553
21,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094,0.498505305509094
22,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007,0.4983609019137007
23,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277,0.4982166474069277
24,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381,0.4980725483613381
25,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6187493789590215,0.6211963818515623,0.6211963818515623,0.6211963818515623
26,0.7394263777335763,0.7394263777335763,0.7394263777335764,0.7394263777335764,0.7394263777335763,0.7394263777335763,0.7394263777335763,0.7394263777335764,0.7394263777335764,0.7394263777335763,0.7394263777335763,0.7394263777335763,0.7394263777335763,0.7394263777335763,0.7394263777335764,0.7394263777335764,0.7394263777335763,0.7394263777335764,0.7394263777335763,0.7394263777335763,0.7394263777335763,0.7394263777335763,0.7394263777335763,0.7394263777335763,0.7418733806261172,0.7418733806261173,0.7418733806261173,0.7418733806261173,0.744320383518658,0.744320383518658,0.744320383518658
27,0.86010355102733,0.86010355102733,0.86010355102733,0.86010355102733,0.86010355102733,0.86010355102733,0.86010355102733,0.86010355102733,0.86010355102733,0.86010355102733,0.86010355102733,0.86010355102733,0.86010355102733,0.86010355102733,0.86010355102733,0.86010355102733,0.86010355102733,0.86010355102733,0.86010355102733,0.8625505539198709,0.8625505539198709,0.8625505539198709,0.8625505539198709,0.8625505539198709,0.8649975568124117,0.8649975568124117,0.8649975568124117,0.8649975568124117,0.8674445597049526,0.8674445597049526,0.8674445597049526
28,0.9807809051717344,0.9807809051717344,0.9807809051717343,0.9807809051717343,0.9807809051717343,0.9807809051717343,0.9807809051717344,0.9807809051717343,0.9807809051717343,0.9807809051717343,0.9807809051717344,0.9807809051717343,0.9807809051717344,0.9807809051717344,0.9807809051717343,0.9832279080642752,0.9832279080642753,0.9832279080642752,0.9832279080642753,0.985674910956816,0.9856749109568161,0.985674910956816,0.985674910956816,0.985674910956816,0.9881219138493569,0.9881219138493569,0.9881219138493569,0.9881219138493569,0.9905689167418977,0.9905689167418978,0.9905689167418978
29,1.103905449379509,1.103905449379509,1.103905449379509,1.103905449379509,1.103905449379509,1.103905449379509,1.103905449379509,1.103905449379509,1.103905449379509,1.103905449379509,1.103905449379509,1.103905449379509,1.103905449379509,1.103905449379509,1.103905449379509,1.10635245227205,1.10635245227205,1.10635245227205,1.10635245227205,1.108799455164591,1.108799455164591,1.108799455164591,1.108799455164591,1.108799455164591,1.1112464580571317,1.1112464580571317,1.1112464580571317,1.1112464580571317,1.1136934609496727,1.1136934609496727,1.1136934609496727
30,1.2270301870666227,1.2270301870666227,1.2270301870666227,1.2270301870666227,1.2270301870666227,1.2270301870666227,1.2270301870666227,1.2270301870666227,1.2270301870666227,1.2270301870666227,1.2270301870666227,1.2270301870666227,1.2270301870666227,1.2270301870666227,1.2270301870666227,1.2294771899591637,1.2294771899591637,1.2294771899591637,1.2294771899591637,1.2319241928517046,1.2319241928517046,1.2319241928517046,1.2319241928517046,1.2319241928517046,1.2343711957442454,1.2343711957442454,1.2343711957442454,1.2343711957442454,1.2368181986367863,1.2368181986367863,1.2368181986367863
31,1.350155124529521,1.350155124529521,1.350155124529521,1.350155124529521,1.350155124529521,1.350155124529521,1.350155124529521,1.350155124529521,1.350155124529521,1.350155124529521,1.350155124529521,1.350155124529521,1.350155124529521,1.350155124529521,1.350155124529521,1.3526021274220619,1.3526021274220619,1.3526021274220619,1.3526021274220619,1.3550491303146028,1.3550491303146028,1.3550491303146028,1.3550491303146028,1.3550491303146028,1.3574961332071436,1.3574961332071436,1.3574961332071436,1.3574961332071436,1.3599431360996845,1.3599431360996845,1.3599431360996845
32,1.4732802680521881,1.4732802680521881,1.4732802680521884,1.4732802680521884,1.4732802680521881,1.4732802680521881,1.4732802680521881,1.4732802680521884,1.4732802680521884,1.4732802680521881,1.4732802680521881,1.4732802680521881,1.4732802680521881,1.4732802680521881,1.4732802680521884,1.4757272709447293,1.475727270944729,1.4757272709447293,1.475727270944729,1.47817427383727,1.47817427383727,1.47817427383727,1.47817427383727,1.47817427383727,1.480621276729811,1.480621276729811,1.480621276729811,1.480621276729811,1.4830682796223518,1.4830682796223518,1.4830682796223518
33,1.5964056239057558,1.5964056239057558,1.596405623905756,1.596405623905756,1.596405623905756,1.596405623905756,1.5964056239057558,1.596405623905756,1.596405623905756,1.596405623905756,1.5964056239057558,1.596405623905756,1.5964056239057558,1.5964056239057558,1.596405623905756,1.598852626798297,1.5988526267982968,1.598852626798297,1.5988526267982968,1.601299629690838,1.6012996296908377,1.601299629690838,1.601299629690838,1.601299629690838,1.6037466325833787,1.6037466325833787,1.6037466325833787,1.6037466325833787,1.6061936354759196,1.6061936354759194,1.6061936354759194
34,1.7195311983481092,1.7195311983481092,1.7195311983481092,1.7195311983481092,1.7195311983481094,1.7195311983481094,1.7195311983481092,1.7195311983481092,1.7195311983481092,1.7195311983481094,1.7195311983481092,1.7195311983481094,1.7195311983481092,1.7195311983481092,1.7195311983481092,1.7219782012406502,1.7219782012406502,1.7219782012406502,1.7219782012406502,1.7244252041331913,1.7244252041331911,1.7244252041331913,1.7244252041331913,1.7244252041331913,1.7268722070257319,1.7268722070257319,1.7268722070257319,1.7268722070257319,1.729319209918273,1.7293192099182728,1.7293192099182728
35,1.8168665395519716,1.8183455490172982,1.8227167190686813,1.8244880902646963,1.828902353251019,1.8311412275050314,1.8386001080410086,1.842656997623493,1.842656997623493,1.842656997623493,1.842656997623493,1.842656997623493,1.842656997623493,1.842656997623493,1.842656997623493,1.845104000516034,1.845104000516034,1.845104000516034,1.845104000516034,1.847551003408575,1.847551003408575,1.847551003408575,1.847551003408575,1.847551003408575,1.8499980063011157,1.8499980063011157,1.8499980063011157,1.8499980063011157,1.8524450091936566,1.8524450091936566,1.8524450091936566
36,1.8168665395519716,1.8183455490172982,1.8227167190686815,1.8244880902646965,1.8289023532510187,1.8311412275050312,1.8386001080410086,1.8460888176081875,1.8478527698560454,1.8591418640240633,1.8671356115594655,1.867156214007317,1.8633431684295902,1.870568872295016,1.87397454593933,1.8819138434287006,1.8834938377373251,1.8827475013716675,1.8808605310286162,1.8864628297048787,1.8850117232876398,1.885044108959186,1.886093474176559,1.8851979873406879,1.8880719867108553,1.9010054259594338,1.8940711061218931,1.8961657853010057,1.9039633133484202,1.9001360348990985,1.9091145760517434
37,1.8168665395519716,1.8183455490172982,1.822716719068681,1.824488090264696,1.828902353251019,1.8311412275050314,1.8386001080410086,1.8460888176081875,1.8478527698560454,1.8591418640240631,1.8671356115594655,1.8671562140073168,1.8633431684295902,1.8705688722950158,1.87397454593933,1.8819138434287006,1.883493837737325,1.8827475013716675,1.880860531028616,1.8864628297048789,1.88501172328764,1.8850441089591863,1.8860934741765591,1.8851979873406877,1.8880719867108555,1.9010054259594342,1.8940711061218931,1.896165785301006,1.90396331334842,1.9001360348990983,1.9091145760517436
38,1.8168665395519716,1.8183455490172982,1.8227167190686813,1.8244880902646963,1.8289023532510185,1.8311412275050314,1.8386001080410086,1.8460888176081878,1.8478527698560456,1.8591418640240631,1.8671356115594655,1.8671562140073168,1.8633431684295902,1.8705688722950158,1.8739745459393302,1.8819138434287006,1.883493837737325,1.8827475013716675,1.880860531028616,1.8864628297048789,1.88501172328764,1.8850441089591863,1.8860934741765591,1.8851979873406877,1.8880719867108555,1.9010054259594342,1.8940711061218931,1.896165785301006,1.90396331334842,1.9001360348990983,1.9091145760517436
39,1.8168665395519716,1.8183455490172982,1.8227167190686815,1.8244880902646965,1.828902353251019,1.8311412275050314,1.8386001080410086,1.8460888176081875,1.8478527698560454,1.8591418640240636,1.8671356115594655,1.8671562140073168,1.8633431684295902,1.8705688722950158,1.87397454593933,1.8819138434287004,1.883493837737325,1.8827475013716672,1.880860531028616,1.8864628297048784,1.88501172328764,1.8850441089591863,1.8860934741765591,1.8851979873406877,1.8880719867108555,1.9010054259594342,1.8940711061218931,1.8961657853010057,1.9039633133484204,1.9001360348990988,1.9091145760517436
40,1.8168665395519716,1.8183455490172982,1.8227167190686813,1.8244880902646963,1.8289023532510185,1.8311412275050314,1.8386001080410086,1.8460888176081878,1.8478527698560456,1.8591418640240631,1.8671356115594655,1.8671562140073168,1.8633431684295902,1.8705688722950158,1.8739745459393302,1.8819138434287006,1.883493837737325,1.8827475013716675,1.880860531028616,1.8864628297048789,1.88501172328764,1.8850441089591858,1.8860934741765591,1.8851979873406877,1.8880719867108555,1.9010054259594342,1.8940711061218931,1.896165785301006,1.90396331334842,1.9001360348990983,1.9091145760517436
41,1.8168665395519716,1.8183455490172982,1.8227167190686813,1.8244880902646963,1.8289023532510187,1.8311412275050314,1.8386001080410084,1.8460888176081875,1.8478527698560454,1.8591418640240633,1.8671356115594657,1.8671562140073168,1.8633431684295902,1.8705688722950158,1.87397454593933,1.8819138434287006,1.8834938377373251,1.8827475013716675,1.880860531028616,1.8864628297048789,1.88501172328764,1.885044108959186,1.886093474176559,1.8851979873406877,1.8880719867108553,1.9010054259594342,1.8940711061218931,1.896165785301006,1.90396331334842,1.9001360348990988,1.9091145760517432
42,1.8168665395519716,1.8183455490172982,1.8227167190686813,1.8244880902646963,1.8289023532510187,1.8311412275050314,1.8386001080410084,1.8460888176081875,1.8478527698560454,1.8591418640240633,1.8671356115594657,1.8671562140073168,1.8633431684295902,1.8705688722950158,1.87397454593933,1.8819138434287006,1.8834938377373251,1.8827475013716675,1.880860531028616,1.8864628297048787,1.88501172328764,1.885044108959186,1.886093474176559,1.8851979873406877,1.8880719867108555,1.9010054259594338,1.8940711061218933,1.8961657853010057,1.9039633133484204,1.9001360348990988,1.9091145760517436
43,1.8168665395519716,1.8183455490172984,1.8227167190686813,1.8244880902646963,1.8289023532510187,1.8311412275050314,1.8386001080410086,1.8460888176081875,1.8478527698560454,1.8591418640240633,1.867135611559466,1.8671562140073168,1.8633431684295905,1.8705688722950158,1.87397454593933,1.8819138434287006,1.8834938377373251,1.8827475013716675,1.880860531028616,1.8864628297048787,1.8850117232876402,1.885044108959186,1.886093474176559,1.8851979873406877,1.8880719867108555,1.9010054259594342,1.894071106121893,1.8961657853010059,1.9039633133484204,1.9001360348990983,1.9091145760517432
44,1.8168665395519716,1.8183455490172982,1.8227167190686813,1.8244880902646963,1.8289023532510187,1.8311412275050316,1.8386001080410086,1.8460888176081875,1.8478527698560454,1.8591418640240631,1.8671356115594655,1.8671562140073168,1.8633431684295905,1.8705688722950158,1.87397454593933,1.8819138434287006,1.883493837737325,1.8827475013716675,1.8808605310286162,1.8864628297048787,1.8850117232876402,1.885044108959186,1.886093474176559,1.8851979873406874,1.8880719867108555,1.9010054259594342,1.894071106121893,1.8961657853010057,1.9050548675131567,1.901227589063835,1.9102061302164797
45,1.8168665395519716,1.8183455490172982,1.8227167190686813,1.8244880902646965,1.8289023532510187,1.8311412275050314,1.8386001080410084,1.8460888176081878,1.8478527698560454,1.8591418640240631,1.8671356115594657,1.8671562140073168,1.8633431684295902,1.8705688722950158,1.8739745459393298,1.8819138434287006,1.8834938377373251,1.8827475013716675,1.880860531028616,1.8864628297048789,1.88501172328764,1.885044108959186,1.8860934741765591,1.8851979873406874,1.8891635408755918,1.9020969801241705,1.8940711061218931,1.8961657853010059,1.906764930971156,1.9029376525218342,1.911916193674479
46,1.8168665395519714,1.8183455490172982,1.8227167190686813,1.8244880902646963,1.8289023532510187,1.8311412275050314,1.8386001080410082,1.8460888176081878,1.8478527698560454,1.8591418640240633,1.8671356115594657,1.8671562140073168,1.8633431684295905,1.8705688722950158,1.8739745459393302,1.8819138434287006,1.8834938377373251,1.8827475013716675,1.880860531028616,1.887554383869615,1.8850117232876402,1.8850441089591858,1.8860934741765587,1.8851979873406874,1.8908736043335908,1.90380704358217,1.8940711061218931,1.8961657853010059,1.9067649309711558,1.9029376525218342,1.911916193674479
47,1.8168665395519714,1.8183455490172982,1.8227167190686813,1.8244880902646963,1.8289023532510187,1.8311412275050314,1.8386001080410086,1.8460888176081875,1.8478527698560454,1.8591418640240631,1.8671356115594657,1.8671562140073166,1.86334316842959,1.870568872295016,1.87397454593933,1.8830053975934367,1.8834938377373254,1.8827475013716672,1.8808605310286162,1.8892644473276141,1.88501172328764,1.885044108959186,1.886093474176559,1.8851979873406877,1.8908736043335908,1.90380704358217,1.8940711061218931,1.8961657853010059,1.9067649309711558,1.9029376525218342,1.911916193674479
