Time(s),Initial_Profile,Profile_iter_1,Profile_iter_2,Profile_iter_3,Profile_iter_4,Profile_iter_5,Profile_iter_6,Profile_iter_7,Profile_iter_8,Profile_iter_9,Profile_iter_10,Profile_iter_11,Profile_iter_12,Profile_iter_13,Profile_iter_14,Profile_iter_15,Profile_iter_16,Profile_iter_17,Profile_iter_18,Profile_iter_19,Profile_iter_20
10,0.5245717827953299,0.5245717827953299,0.5245717827953299,0.5245717827953299,0.5245717827953299,0.5245717827953299,0.5245717827953299,0.5245717827953299,0.5245717827953299,0.5245717827953299,0.5245717827953299,0.5245717827953299,0.5245717827953299,0.5245717827953299,0.5245717827953299,0.5245717827953299,0.5245717827953299,0.5245717827953299,0.5245717827953299,0.5245717827953299,0.5245717827953299
11,0.5268731650733838,0.5268731650733838,0.5268731650733838,0.5268731650733838,0.5268731650733838,0.5268731650733838,0.5268731650733838,0.5268731650733838,0.5268731650733838,0.5268731650733838,0.5268731650733838,0.5268731650733838,0.5268731650733838,0.5268731650733838,0.5268731650733838,0.5268731650733838,0.5268731650733838,0.5268731650733838,0.5268731650733838,0.5268731650733838,0.5268731650733838
12,0.5291746258178847,0.5291746258178847,0.5291746258178847,0.5291746258178847,0.5291746258178847,0.5291746258178847,0.5291746258178847,0.5291746258178847,0.5291746258178847,0.5291746258178847,0.5291746258178847,0.5291746258178847,0.5291746258178847,0.5291746258178847,0.5291746258178847,0.5291746258178847,0.5291746258178847,0.5291746258178847,0.5291746258178847,0.5291746258178847,0.5291746258178847
13,0.5314761714813334,0.5314761714813334,0.5314761714813334,0.5314761714813334,0.5314761714813334,0.5314761714813334,0.5314761714813334,0.5314761714813334,0.5314761714813334,0.5314761714813334,0.5314761714813334,0.5314761714813334,0.5314761714813334,0.5314761714813334,0.5314761714813334,0.5314761714813334,0.5314761714813334,0.5314761714813334,0.5314761714813334,0.5314761714813334,0.5314761714813334
14,0.5337778085109832,0.5337778085109832,0.5337778085109832,0.5337778085109832,0.5337778085109832,0.5337778085109832,0.5337778085109832,0.5337778085109832,0.5337778085109832,0.5337778085109832,0.5337778085109832,0.5337778085109832,0.5337778085109832,0.5337778085109832,0.5337778085109832,0.5337778085109832,0.5337778085109832,0.5337778085109832,0.5337778085109832,0.5337778085109832,0.5337778085109832
15,0.5360795433484349,0.5360795433484349,0.5360795433484349,0.5360795433484349,0.5360795433484349,0.5360795433484349,0.5360795433484349,0.5360795433484349,0.5360795433484349,0.5360795433484349,0.5360795433484349,0.5360795433484349,0.5360795433484349,0.5360795433484349,0.5360795433484349,0.5360795433484349,0.5360795433484349,0.5360795433484349,0.5360795433484349,0.5360795433484349,0.5360795433484349
16,0.5383813824292318,0.5383813824292318,0.5383813824292318,0.5383813824292318,0.5383813824292318,0.5383813824292318,0.5383813824292318,0.5383813824292318,0.5383813824292318,0.5383813824292318,0.5383813824292318,0.5383813824292318,0.5383813824292318,0.5383813824292318,0.5383813824292318,0.5383813824292318,0.5383813824292318,0.5383813824292318,0.5383813824292318,0.5383813824292318,0.5383813824292318
17,0.5406833321824549,0.5406833321824549,0.5406833321824549,0.5406833321824549,0.5406833321824549,0.5406833321824549,0.5406833321824549,0.5406833321824549,0.5406833321824549,0.5406833321824549,0.5406833321824549,0.5406833321824549,0.5406833321824549,0.5406833321824549,0.5406833321824549,0.5406833321824549,0.5406833321824549,0.5406833321824549,0.5406833321824549,0.5406833321824549,0.5406833321824549
18,0.5429853990303195,0.5429853990303195,0.5429853990303195,0.5429853990303195,0.5429853990303195,0.5429853990303195,0.5429853990303195,0.5429853990303195,0.5429853990303195,0.5429853990303195,0.5429853990303195,0.5429853990303195,0.5429853990303195,0.5429853990303195,0.5429853990303195,0.5429853990303195,0.5429853990303195,0.5429853990303195,0.5429853990303195,0.5429853990303195,0.5429853990303195
19,0.5452875893877712,0.5452875893877712,0.5452875893877712,0.5452875893877712,0.5452875893877712,0.5452875893877712,0.5452875893877712,0.5452875893877712,0.5452875893877712,0.5452875893877712,0.5452875893877712,0.5452875893877712,0.5452875893877712,0.5452875893877712,0.5452875893877712,0.5452875893877712,0.5452875893877712,0.5452875893877712,0.5452875893877712,0.5452875893877712,0.5452875893877712
