Time(s),Initial_Profile,Profile_iter_1,Profile_iter_2,Profile_iter_3
166,-0.0905041319447315,-0.0905041319447315,-0.0905041319447315,-0.0905041319447315
167,-0.08549132137820559,-0.08549132137820559,-0.08549132137820559,-0.08549132137820559
168,-0.08047531800650487,-0.08047531800650487,-0.08047531800650487,-0.08047531800650487
169,-0.07622622870503037,-0.07622622870503037,-0.07622622870503037,-0.07622622870503037
170,-0.07205008751872455,-0.07205008751872455,-0.07205008751872455,-0.07205008751872455
171,-0.06787073512316966,-0.06787073512316966,-0.06787073512316966,-0.06787073512316966
172,-0.06368816577247327,-0.06368816577247327,-0.06368816577247327,-0.06368816577247327
173,-0.05950237391557034,-0.05950237391557034,-0.05950237391557034,-0.05950237391557034
174,-0.055313354196459885,-0.055313354196459885,-0.055313354196459885,-0.055313354196459885
175,-0.05112110145442761,-0.05112110145442761,-0.05112110145442761,-0.05112110145442761
176,-0.047765654610407826,-0.047765654610407826,-0.047765654610407826,-0.047765654610407826
177,-0.044446651920959646,-0.044446651920959646,-0.044446651920959646,-0.044446651920959646
178,-0.04112440190020328,-0.04112440190020328,-0.04112440190020328,-0.04112440190020328
179,-0.037798900170539884,-0.037798900170539884,-0.037798900170539884,-0.037798900170539884
180,-0.0026969865730961384,-0.05813186259634273,-0.04345144042243421,-0.006070003948851266
181,-0.03113812505526503,-0.03113812505526503,-0.03113812505526503,-0.03113812505526503
182,-0.02858898905250018,-0.02858898905250018,-0.02858898905250018,-0.02858898905250018
183,-0.026324228076979872,-0.026324228076979872,-0.026324228076979872,-0.026324228076979872
184,-0.024056196450295664,-0.024056196450295664,-0.024056196450295664,-0.024056196450295664
185,-0.021784890973961635,-0.021784890973961635,-0.021784890973961635,-0.021784890973961635
186,-0.01951030864635661,-0.01951030864635661,-0.01951030864635661,-0.01951030864635661
187,-0.017232446662787892,-0.017232446662787892,-0.017232446662787892,-0.017232446662787892
188,-0.01591783448441808,-0.01591783448441808,-0.01591783448441808,-0.01591783448441808
189,-0.014650141123547122,-0.014650141123547122,-0.014650141123547122,-0.014650141123547122
190,-0.013379160874641194,-0.013379160874641194,-0.013379160874641194,-0.013379160874641194
191,-0.012104891721089861,-0.012104891721089861,-0.012104891721089861,-0.012104891721089861
192,-0.010827331843327848,-0.010827331843327848,-0.010827331843327848,-0.010827331843327848
193,-0.009956117810157261,-0.009956117810157261,-0.009956117810157261,-0.009956117810157261
194,-0.009554985482551848,-0.009554985482551848,-0.009554985482551848,-0.009554985482551848
195,-0.009150558154077393,-0.009150558154077393,-0.009150558154077393,-0.009150558154077393
196,-0.008742834793048937,-0.008742834793048937,-0.008742834793048937,-0.008742834793048937
197,-0.00833181456460852,-0.00833181456460852,-0.00833181456460852,-0.00833181456460852
198,-0.00805459614963755,-0.00805459614963755,-0.00805459614963755,-0.00805459614963755
199,-0.008374112416943968,-0.008374112416943968,-0.008374112416943968,-0.008374112416943968
200,-0.008690330492333365,-0.008690330492333365,-0.008690330492333365,-0.008690330492333365
201,-0.009003250327292212,-0.009003250327292212,-0.009003250327292212,-0.009003250327292212
202,-0.00931287206958431,-0.00931287206958431,-0.00931287206958431,-0.00931287206958431
203,-0.009656451855692971,-0.009656451855692971,-0.009656451855692971,-0.009656451855692971
204,-0.010566923923694183,-0.010566923923694183,-0.010566923923694183,-0.010566923923694183
205,-0.01147409951841527,-0.01147409951841527,-0.01147409951841527,-0.01147409951841527
206,-0.012377979571095876,-0.012377979571095876,-0.012377979571095876,-0.012377979571095876
207,-0.013278565208369564,-0.013278565208369564,-0.013278565208369564,-0.013278565208369564
208,-0.014201979683027943,-0.014201979683027943,-0.014201979683027943,-0.014201979683027943
209,-0.015602191845581315,-0.015602191845581315,-0.015602191845581315,-0.015602191845581315
210,-0.016999114142765448,-0.016999114142765448,-0.016999114142765448,-0.016999114142765448
211,-0.01839274848049599,-0.01839274848049599,-0.01839274848049599,-0.01839274848049599
212,-0.01978309695887015,-0.01978309695887015,-0.01978309695887015,-0.01978309695887015
213,-0.021226646557278683,-0.021226646557278683,-0.021226646557278683,-0.021226646557278683
214,-0.023048419217456928,-0.023048419217456928,-0.023048419217456928,-0.023048419217456928
215,-0.02486691348076886,-0.02486691348076886,-0.02486691348076886,-0.02486691348076886
216,-0.026682132221083843,-0.026682132221083843,-0.026682132221083843,-0.026682132221083843
217,-0.02849407850491037,-0.02849407850491037,-0.02849407850491037,-0.02849407850491037
218,-0.03041269770201982,-0.03041269770201982,-0.03041269770201982,-0.03041269770201982
219,-0.03262183080982828,-0.03262183080982828,-0.03262183080982828,-0.03262183080982828
220,-0.03482770181297312,-0.03482770181297312,-0.03482770181297312,-0.03482770181297312
221,-0.03703031454491856,-0.03703031454491856,-0.03703031454491856,-0.03703031454491856
222,-0.03922967302990055,-0.03922967302990055,-0.03922967302990055,-0.03922967302990055
223,-0.04161313186736537,-0.04161313186736537,-0.04161313186736537,-0.04161313186736537
224,-0.04420883859779212,-0.04420883859779212,-0.04420883859779212,-0.04420883859779212
225,-0.04680130429442153,-0.04680130429442153,-0.04680130429442153,-0.04680130429442153
226,-0.049390533740334974,-0.049390533740334974,-0.049390533740334974,-0.049390533740334974
227,-0.05197653190719831,-0.05197653190719831,-0.05197653190719831,-0.05197653190719831
228,-0.05486059795780529,-0.05486059795780529,-0.05486059795780529,-0.05486059795780529
229,-0.057874520380383765,-0.057874520380383765,-0.057874520380383765,-0.057874520380383765
230,-0.06088522756559944,-0.06088522756559944,-0.06088522756559944,-0.06088522756559944
231,-0.06389272523457357,-0.06389272523457357,-0.06389272523457357,-0.06389272523457357
232,-0.06689701929450653,-0.06689701929450653,-0.06689701929450653,-0.06689701929450653
233,-0.07036891673356194,-0.07036891673356194,-0.07036891673356194,-0.07036891673356194
234,-0.07386424995641216,-0.07386424995641216,-0.07386424995641216,-0.07386424995641216
235,-0.07735639840284725,-0.07735639840284725,-0.07735639840284725,-0.07735639840284725
236,-0.08084536871887238,-0.08084536871887238,-0.08084536871887238,-0.08084536871887238
237,-0.08445734710149455,-0.08445734710149455,-0.08445734710149455,-0.08445734710149455
238,-0.08853140719840291,-0.08853140719840291,-0.08853140719840291,-0.08853140719840291
239,-0.09260231020006215,-0.09260231020006215,-0.09260231020006215,-0.09260231020006215
240,-0.08429153331005157,-0.12262317847440074,-0.09819349632427254,-0.10444061624438783
241,-0.10073467459998708,-0.10073467459998708,-0.10073467459998708,-0.10073467459998708
242,-0.10514323269689618,-0.10514323269689618,-0.10514323269689618,-0.10514323269689618
243,-0.10991756887750981,-0.10991756887750981,-0.10991756887750981,-0.10991756887750981
244,-0.11468878664111604,-0.11468878664111604,-0.11468878664111604,-0.11468878664111604
245,-0.11945689426040651,-0.11945689426040651,-0.11945689426040651,-0.11945689426040651
246,-0.12422190018548962,-0.12422190018548962,-0.12422190018548962,-0.12422190018548962
247,-0.12963804033923632,-0.12963804033923632,-0.12963804033923632,-0.12963804033923632
248,-0.13526750000864352,-0.13526750000864352,-0.13526750000864352,-0.13526750000864352
249,-0.14089388439149775,-0.14089388439149775,-0.14089388439149775,-0.14089388439149775
250,-0.14651720264035017,-0.14651720264035017,-0.14651720264035017,-0.14651720264035017
251,-0.1521412330253724,-0.1521412330253724,-0.1521412330253724,-0.1521412330253724
252,-0.15872648591699412,-0.15872648591699412,-0.15872648591699412,-0.15872648591699412
253,-0.1653087011716743,-0.1653087011716743,-0.1653087011716743,-0.1653087011716743
254,-0.17188788863230087,-0.17188788863230087,-0.17188788863230087,-0.17188788863230087
255,-0.178464058312369,-0.178464058312369,-0.178464058312369,-0.178464058312369
256,-0.18350853019717872,-0.18350853019717872,-0.18350853019717872,-0.18350853019717872
257,-0.18348868229268966,-0.18348868229268966,-0.18348868229268966,-0.18348868229268966
258,-0.18346584766355944,-0.18346584766355944,-0.18346584766355944,-0.18346584766355944
259,-0.1834400369974496,-0.1834400369974496,-0.1834400369974496,-0.1834400369974496
260,-0.18341126114844264,-0.18341126114844264,-0.18341126114844264,-0.18341126114844264
261,-0.06347638937850619,-0.06347638937850619,-0.06347638937850619,-0.06347638937850619
262,0.05646142540108001,0.05646142540108001,0.05646142540108001,0.05646142540108001
263,0.0835908074683277,0.08561193166977732,0.08734899732546031,0.08976272813249364
264,0.08359080746832781,0.08561193166977743,0.08734899732546042,0.08976272813249375
265,0.08359080746832759,0.08561193166977721,0.0873489973254602,0.08976272813249353
266,0.08359080746832792,0.08561193166977754,0.08734899732546053,0.08976272813249386
267,0.08359080746832781,0.08561193166977743,0.08734899732546042,0.08976272813249375
268,0.0835908074683277,0.08561193166977732,0.08734899732546031,0.08976272813249364
269,0.08359080746832792,0.08561193166977732,0.08734899732546053,0.08976272813249409
270,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
271,0.0835908074683277,0.0856119316697771,0.08734899732546031,0.08976272813249386
272,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
273,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
274,0.08359080746832792,0.08561193166977732,0.08734899732546053,0.08976272813249409
275,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
276,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
277,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
278,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
279,0.08359080746832803,0.08561193166977721,0.08734899732546064,0.08976272813249397
280,0.08359080746832803,0.08561193166977721,0.08734899732546064,0.08976272813249397
281,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
282,0.08359080746832803,0.08561193166977721,0.08734899732546064,0.08976272813249397
283,0.08359080746832803,0.08561193166977721,0.08734899732546064,0.08976272813249397
284,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
285,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
286,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
287,0.08359080746832803,0.08561193166977721,0.08734899732546064,0.08976272813249397
288,0.08359080746832803,0.08561193166977721,0.08734899732546064,0.08976272813249397
289,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
290,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
291,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
292,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
293,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
294,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
295,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
296,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
297,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
298,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
299,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
300,0.08359080746832781,0.08561193166977732,0.08734899732546042,0.08976272813249397
301,0.08359080746832792,0.08561193166977732,0.08734899732546053,0.08976272813249409
302,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
303,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
304,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
305,0.0835908074683277,0.0856119316697771,0.08734899732546031,0.08976272813249386
306,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
307,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
308,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
309,0.08359080746832792,0.08561193166977732,0.08734899732546053,0.08976272813249409
310,0.0835908074683277,0.0856119316697771,0.08734899732546031,0.08976272813249386
311,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
312,0.08359080746832792,0.08561193166977732,0.08734899732546053,0.08976272813249409
313,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
314,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
315,0.0835908074683277,0.0856119316697771,0.08734899732546031,0.08976272813249386
316,0.08359080746832792,0.08561193166977732,0.08734899732546053,0.08976272813249409
317,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
318,0.08359080746832792,0.08561193166977732,0.08734899732546053,0.08976272813249409
319,0.0835908074683277,0.0856119316697771,0.08734899732546031,0.08976272813249386
320,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
321,0.08359080746832803,0.08561193166977721,0.08734899732546064,0.08976272813249397
322,0.0835908074683277,0.08561193166977732,0.08734899732546031,0.08976272813249364
323,0.0835908074683277,0.08561193166977732,0.08734899732546031,0.08976272813249364
324,0.08359080746832759,0.08561193166977721,0.0873489973254602,0.08976272813249353
325,0.08359080746832803,0.08561193166977765,0.08734899732546064,0.08976272813249397
326,0.0835908074683277,0.08561193166977732,0.08734899732546031,0.08976272813249364
327,0.08359080746832781,0.08561193166977743,0.08734899732546042,0.08976272813249375
328,0.08359080746832803,0.08561193166977765,0.08734899732546064,0.08976272813249397
329,0.08359080746832781,0.08561193166977743,0.08734899732546042,0.08976272813249375
330,0.08359080746832792,0.08561193166977754,0.08734899732546053,0.08976272813249386
331,0.08359080746832781,0.08561193166977743,0.08734899732546042,0.08976272813249375
332,0.0835908074683277,0.08561193166977732,0.08734899732546031,0.08976272813249364
333,0.0835908074683277,0.08561193166977732,0.08734899732546031,0.08976272813249364
334,0.08359080746832781,0.08561193166977751,0.08734899732546042,0.08976272813249375
335,0.08359080746832759,0.08561193166977737,0.0873489973254602,0.08976272813249353
336,0.0835908074683277,0.08561193166977754,0.08734899732546031,0.08976272813249364
337,0.08359080746832759,0.08561193166977732,0.08734899732546028,0.08976272813249353
338,0.08359080746832759,0.08561193166977721,0.08734899732546036,0.08976272813249353
339,0.08359080746832792,0.08561193166977721,0.0873489973254602,0.08976272813249384
340,0.08359080746832781,0.0856119316697771,0.08734899732546053,0.0897627281324937
341,0.0835908074683277,0.08561193166977721,0.08734899732546042,0.08976272813249353
342,0.08359080746832798,0.08561193166977715,0.08734899732546036,0.08976272813249381
343,0.08359080746832787,0.08561193166977715,0.08734899732546048,0.08976272813249392
344,0.0835908074683277,0.08561193166977732,0.08734899732546031,0.08976272813249409
345,0.08359080746832781,0.0856119316697771,0.08734899732546053,0.08976272813249397
346,0.08359080746832792,0.0856119316697771,0.08734899732546053,0.08976272813249386
347,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
348,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
349,0.08359080746832792,0.08561193166977732,0.08734899732546031,0.08976272813249409
350,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
351,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
352,0.08359080746832792,0.0856119316697771,0.08734899732546031,0.08976272813249409
353,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
354,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
355,0.08359080746832803,0.08561193166977721,0.08734899732546064,0.08976272813249397
356,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
357,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
358,0.08359080746832792,0.08561193166977732,0.08734899732546053,0.08976272813249409
359,0.08359080746832792,0.08561193166977732,0.08734899732546053,0.08976272813249409
360,0.08359080746832781,0.08561193166977721,0.08734899732546064,0.08976272813249397
361,0.0835908074683277,0.0856119316697771,0.08734899732546031,0.08976272813249386
362,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
363,0.08359080746832781,0.08561193166977721,0.08734899732546064,0.08976272813249397
364,0.0835908074683277,0.0856119316697771,0.08734899732546031,0.08976272813249386
365,0.08359080746832792,0.08561193166977732,0.08734899732546053,0.08976272813249409
366,0.08359080746832781,0.08561193166977721,0.08734899732546064,0.08976272813249397
367,0.08359080746832803,0.08561193166977721,0.08734899732546064,0.08976272813249397
368,0.08359080746832803,0.08561193166977721,0.08734899732546064,0.08976272813249397
369,0.08359080746832803,0.08561193166977721,0.08734899732546064,0.08976272813249397
370,0.08359080746832803,0.08561193166977721,0.08734899732546064,0.08976272813249397
371,0.08359080746832803,0.08561193166977721,0.08734899732546064,0.08976272813249397
372,0.08359080746832792,0.08561193166977732,0.08734899732546053,0.08976272813249409
373,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
374,0.0835908074683277,0.0856119316697771,0.08734899732546031,0.08976272813249386
375,0.08359080746832792,0.08561193166977732,0.08734899732546053,0.08976272813249409
376,0.0835908074683277,0.0856119316697771,0.08734899732546031,0.08976272813249386
377,0.08359080746832792,0.08561193166977732,0.08734899732546053,0.08976272813249409
378,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
379,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
380,0.0835908074683277,0.0856119316697771,0.08734899732546031,0.08976272813249386
381,0.08359080746832803,0.08561193166977721,0.08734899732546064,0.08976272813249397
382,0.08359080746832803,0.0856119316697771,0.08734899732546064,0.08976272813249397
383,0.08359080746832792,0.08561193166977732,0.08734899732546053,0.08976272813249409
384,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
385,0.08359080746832792,0.08561193166977732,0.08734899732546053,0.08976272813249409
386,0.0835908074683277,0.0856119316697771,0.08734899732546031,0.08976272813249386
387,0.0835908074683277,0.0856119316697771,0.08734899732546031,0.08976272813249403
388,0.08359080746832803,0.08561193166977721,0.08734899732546064,0.08976272813249397
389,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
390,0.08359080746832803,0.08561193166977721,0.08734899732546064,0.08976272813249397
391,0.08359080746832803,0.08561193166977721,0.08734899732546042,0.08976272813249397
392,0.08359080746832803,0.08561193166977721,0.08734899732546042,0.08976272813249397
393,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
394,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
395,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
396,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
397,0.08359080746832781,0.08561193166977726,0.08734899732546053,0.08976272813249386
398,0.0835908074683277,0.0856119316697771,0.08734899732546042,0.08976272813249397
399,0.0835908074683277,0.0856119316697771,0.08734899732546042,0.08976272813249403
400,0.08359080746832803,0.08561193166977721,0.08734899732546031,0.08976272813249397
401,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
402,0.08359080746832803,0.08561193166977721,0.08734899732546042,0.08976272813249409
403,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
404,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
405,0.08359080746832803,0.08561193166977721,0.08734899732546064,0.08976272813249397
406,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
407,0.08359080746832781,0.08561193166977721,0.08734899732546064,0.08976272813249397
408,0.08359080746832781,0.08561193166977721,0.08734899732546064,0.08976272813249397
409,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
410,0.08359080746832781,0.08561193166977721,0.08734899732546064,0.08976272813249397
411,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
412,0.08359080746832781,0.08561193166977721,0.08734899732546042,0.08976272813249397
413,0.13570474124353327,0.08561193166977721,0.08734899732546042,0.08976272813249397
414,0.2393778914900211,0.11068571338715372,0.08734899732546042,0.08976272813249397
415,0.3430510732143417,0.2146664822750879,0.08734899732546064,0.08976272813249397
416,0.38146478421171226,0.26991174001104046,0.17398323624384915,0.0897627281324942
417,0.31593302551352975,0.24092049515642655,0.1545161497444083,0.08976272813249375
418,0.25040123495684385,0.21192921844330925,0.1350490313864643,0.08976272813249397
419,0.18486939153625248,0.1829378888662867,0.11500019112345594,0.0897627281324942
420,0.12695370574376508,0.18095469144979104,0.09303888076032507,0.08976272813249375
421,0.11111246003695396,0.13810128052536497,0.12810485231936974,0.08976272813249397
422,0.10746500165215078,0.13316131331869796,0.17005553264816164,0.09172713811802113
423,0.1038174069549831,0.1282212097996671,0.20110080833794175,0.13381339477392418
424,0.10574507823806378,0.1270235854158135,0.19630590146982074,0.17589949440600838
425,0.10920816349295759,0.1293055450619811,0.19130032722957235,0.20708014803936825
426,0.11264037063565047,0.13155662659594758,0.18603007975978536,0.20200514231528555
427,0.11621665048514163,0.1338074893567338,0.18450224967581397,0.19690216137687022
428,0.1265518777871597,0.14167992170347943,0.18693226244200534,0.19179894121533025
429,0.13688684548510133,0.15092964078811177,0.18936201560412003,0.19043809760870944
430,0.14722153326844611,0.16017907995814773,0.1917914888516381,0.19303505616078032
431,0.15973391370361867,0.1704669461851167,0.19984247075498796,0.19563171455959716
432,0.17584801180060627,0.18557443068655677,0.20910944304886825,0.19822805263979104
433,0.19196176948830646,0.2006815747787094,0.21819302379150263,0.2061766027332601
434,0.20807516675217608,0.21578835844703081,0.22834700482275805,0.2154503948774804
435,0.228177184496396,0.2340683149663041,0.243657530141274,0.22472380666085523
436,0.24967977283831844,0.25462493497479066,0.25896765524085774,0.2350675789377492
437,0.2711642247929089,0.2751634185959453,0.2742773603437494,0.250567855866058
438,0.2930916269344229,0.2955455644877899,0.29266782861724816,0.26606769310162814
439,0.3189587402873981,0.3205091796354391,0.3131504654400423,0.28141370615226324
440,0.3448253748062129,0.345472315948928,0.3336326234286757,0.2998279671034212
441,0.31034670992759383,0.3100901528649831,0.2938925758567431,0.2601739923652908
442,0.278249208203986,0.27670173622220284,0.25873393921409327,0.22051949999495135
443,0.24761326912340076,0.24518669033420348,0.2235747656723729,0.18098756456240872
444,0.21686751594596276,0.2135618303493524,0.18824151987740567,0.1460370016153465
445,0.18633235553214011,0.18193639520280258,0.15484119647677774,0.11088903066558153
446,0.15895286075570914,0.15365204708850555,0.12345610128679985,0.08976272813249397
447,0.1315727529253221,0.12539934079892223,0.09207039304286602,0.08976272813249397
448,0.10409272125232061,0.09704671066672399,0.08734899732546064,0.08976272813249397
449,0.0835908074683277,0.0856119316697771,0.08734899732546031,0.08976272813249409
450,0.0835908074683277,0.0856119316697771,0.08734899732546042,0.08976272813249397
451,0.08359080746832781,0.0856119316697771,0.08734899732546053,0.08976272813249386
452,0.08359080746832781,0.08561193166977732,0.08734899732546031,0.08976272813249397
453,0.08359080746832781,0.08561193166977721,0.08734899732546031,0.08976272813249409
454,0.08359080746832792,0.0856119316697771,0.08734899732546031,0.08976272813249386
455,0.0835908074683277,0.08561193166977721,0.08734899732546053,0.08976272813249386
456,0.08359080746832781,0.08561193166977726,0.08734899732546064,0.08976272813249386
457,0.08359080746832781,0.08561193166977715,0.08734899732546031,0.08976272813249409
458,0.08359080746832787,0.08561193166977726,0.08734899732546042,0.08976272813249397
459,0.08359080746832775,0.08561193166977726,0.0873489973254607,0.08976272813249386
460,0.0835908074683277,0.08561193166977715,0.08734899732546036,0.08976272813249397
461,0.08359080746832781,0.08561193166977726,0.08734899732546048,0.08976272813249403
462,0.08359080746832775,0.08561193166977732,0.08734899732546048,0.08976272813249392
463,0.08359080746832787,0.08561193166977721,0.08734899732546059,0.08976272813249403
464,0.08359080746832792,0.08561193166977732,0.08734899732546048,0.08976272813249403
465,0.08359080746832792,0.0856119316697771,0.08734899732546053,0.08976272813249392
466,0.08359080746832775,0.08561193166977732,0.08734899732546064,0.08976272813249403
467,0.08359080746832787,0.08561193166977715,0.08734899732546053,0.08976272813249386
468,0.08359080746832775,0.08561193166977721,0.08734899732546031,0.08976272813249397
469,0.08359080746832787,0.08561193166977726,0.08734899732546031,0.08976272813249386
470,0.08359080746832787,0.0856119316697771,0.08734899732546059,0.08976272813249386
471,0.0835908074683277,0.08561193166977721,0.08734899732546042,0.08976272813249386
472,0.08359080746832775,0.08561193166977712,0.0873489973254607,0.08976272813249392
473,0.08359080746832784,0.08561193166977732,0.08734899732546031,0.08976272813249397
474,0.08359080746832792,0.08561193166977721,0.08734899732546064,0.08976272813249403
475,0.08359080746832781,0.08561193166977712,0.08734899732546034,0.08976272813249409
476,0.0835908074683277,0.08561193166977724,0.08734899732546053,0.08976272813249397
477,0.08359080746832787,0.08561193166977726,0.08734899732546042,0.08976272813249389
478,0.08359080746832775,0.08561193166977726,0.08734899732546056,0.08976272813249386
479,0.08359080746832809,0.08561193166977724,0.08734899732546045,0.08976272813249397
480,0.0835908074683277,0.08561193166977729,0.0873489973254607,0.08976272813249389
481,0.08359080746832775,0.08561193166977732,0.08734899732546048,0.089762728132494
482,0.08359080746832781,0.08561193166977712,0.08734899732546067,0.08976272813249403
483,0.08359080746832807,0.08561193166977715,0.0873489973254605,0.08976272813249403
484,0.0835908074683279,0.08561193166977724,0.08734899732546053,0.089762728132494
485,0.08359080746832803,0.08561193166977724,0.08734899732546056,0.08976272813249406
486,0.0835908074683277,0.08561193166977724,0.08734899732546059,0.08976272813249409
487,0.08359080746832809,0.08561193166977722,0.08734899732546067,0.08976272813249389
488,0.08359080746832773,0.08561193166977714,0.08734899732546067,0.08976272813249392
489,0.08359080746832803,0.08561193166977728,0.08734899732546067,0.089762728132494
490,0.08359080746832812,0.08561193166977732,0.08734899732546055,0.08976272813249389
491,0.08359080746832785,0.08561193166977718,0.08734899732546035,0.089762728132494
492,0.08359080746832775,0.08561193166977707,0.0873489973254606,0.08976272813249388
493,0.08359080746832766,0.08561193166977718,0.08734899732546063,0.0897627281324939
494,0.08359080746832784,0.08561193166977722,0.08734899732546038,0.08976272813249404
495,0.08359080746832784,0.08561193166977706,0.08734899732546039,0.08976272813249396
496,0.08359080746832773,0.08561193166977724,0.0873489973254605,0.08976272813249404
497,0.08359080746832773,0.08561193166977718,0.08734899732546043,0.08976272813249393
498,0.08359080746832787,0.08561193166977717,0.08734899732546038,0.08976272813249406
499,0.08359080746832778,0.0856119316697772,0.08734899732546032,0.08976272813249399
500,0.08359080746832794,0.08561193166977722,0.08734899732546027,0.08976272813249393
501,0.08359080746832785,0.08561193166977724,0.08734899732546038,0.08976272813249399
502,0.08359080746832784,0.08561193166977724,0.0873489973254603,0.08976272813249404
503,0.08359080746832784,0.08561193166977725,0.0873489973254604,0.08976272813249392
504,0.08359080746832781,0.08561193166977717,0.08734899732546043,0.08976272813249406
505,0.08359080746832769,0.0856119316697772,0.08734899732546056,0.08976272813249407
506,0.08359080746832784,0.08561193166977714,0.08734899732546046,0.08976272813249397
507,0.08359080746832774,0.08561193166977724,0.08734899732546038,0.08976272813249389
508,0.0835908074683279,0.08561193166977721,0.08734899732546035,0.08976272813249407
509,0.08359080746832778,0.08561193166977724,0.0873489973254604,0.08976272813249399
510,0.08359080746832777,0.08561193166977722,0.08734899732546049,0.08976272813249411
511,0.08359080746832771,0.08561193166977712,0.08734899732546039,0.08976272813249409
512,0.08359080746832778,0.0856119316697771,0.08734899732546043,0.08976272813249393
513,0.08359080746832784,0.08561193166977715,0.08734899732546043,0.08976272813249396
514,0.08359080746832795,0.08561193166977739,0.0873489973254604,0.0897627281324939
515,0.08359080746832807,0.0856119316697775,0.08734899732546048,0.08976272813249406
516,0.08359080746832763,0.08561193166977757,0.08734899732546038,0.08976272813249395
517,0.08359080746832775,0.08561193166977746,0.0873489973254605,0.08976272813249407
518,0.08359080746832782,0.08561193166977726,0.08734899732546049,0.08976272813249395
519,0.08359080746832775,0.08561193166977724,0.08734899732546039,0.08976272813249402
520,0.08359080746832777,0.08561193166977732,0.0873489973254604,0.08976272813249384
521,0.0835908074683279,0.0856119316697773,0.08734899732546055,0.08976272813249407
522,0.08359080746832766,0.08561193166977707,0.0873489973254604,0.08976272813249385
